standard_code,business_domain,control_topic,standard_requirement,current_source_basis,proposed_source_basis,evidence_excerpt,match_score,confidence,review_status
HR-021,人力资源,专户核算,工会经费实行独立账户和独立核算，严禁私存私放、截留挪用或形成账外资金。,中华人民共和国工会法（工会组织、权利义务、经费财产和法律责任）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8081817f072a2e017f0ae1a7f600f0；基层工会经费收支管理办法（工会经费收入、支出范围、标准、审批、公开和监督）；适用性：基层工会适用并结合上海实施细则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%9F%BA%E5%B1%82%E5%B7%A5%E4%BC%9A%E7%BB%8F%E8%B4%B9%E6%94%B6%E6%94%AF%E7%AE%A1%E7%90%86%E5%8A%9E%E6%B3%95；《企业内部控制应用指引第3号——人力资源》（财会〔2010〕11号）；沪府规〔2019〕7号《上海市人民政府关于本市改革国有企业工资决定机制的实施意见》；《上海市市级机关培训费管理办法》,上海市人民政府关于本市改革国有企业工资决定机制的事实意见 沪府规【2019】7号.pdf；段落12,"...急需岗位的人才倾斜,可探索对高层 次科技人才、高技能人才试行协议工资、项目工资、年薪制等分配 形式.应加强全员绩效考核,使职工工资收入与其工作业绩和实 际贡献紧密挂钩,切实做到能增能减.企业薪酬制度应向职代会 报告,经听取职工意见并修改完善后报职代会表决通过. (十一)规范企业工资列支渠道.国有企业应优化工资收入结 构,逐步实现职工收入工资化、工资货币化、发放透明化.严格清 理规范工资外收入,将所有工资性收入一律纳入工资总额管理,不 得...",11,low,needs_manual_review
HR-022,人力资源,资产物资,建立工会资产和慰问帮困物资台账，执行采购、领用、盘点和处置程序。,关于中国共产党党费收缴、使用和管理的规定（党费缴纳比例、使用范围、审批、专户核算、报告和检查）；适用性：直接适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%85%B3%E4%BA%8E%E4%B8%AD%E5%9B%BD%E5%85%B1%E4%BA%A7%E5%85%9A%E5%85%9A%E8%B4%B9%E6%94%B6%E7%BC%B4%E4%BD%BF%E7%94%A8%E5%92%8C%E7%AE%A1%E7%90%86%E7%9A%84%E8%A7%84%E5%AE%9A；工会会计制度（工会会计核算、资产负债、收支、报表和附注）；适用性：工会组织直接适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%B7%A5%E4%BC%9A%E4%BC%9A%E8%AE%A1%E5%88%B6%E5%BA%A6%20%E8%B4%A2%E4%BC%9A%202021%207%E5%8F%B7；基层工会经费收支管理办法（工会经费收入、支出范围、标准、审批、公开和监督）；适用性：基层工会适用并结合上海实施细则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%9F%BA%E5%B1%82%E5%B7%A5%E4%BC%9A%E7%BB%8F%E8%B4%B9%E6%94%B6%E6%94%AF%E7%AE%A1%E7%90%86%E5%8A%9E%E6%B3%95；中华人民共和国工会法（工会组织、权利义务、经费财产和法律责任）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8081817f072a2e017f0ae1a7f600f0；《企业内部控制应用指引第3号——人力资源》（财会〔2010〕11号）；沪府规〔2019〕7号《上海市人民政府关于本市改革国有企业工资决定机制的实施意见》；《上海市市级机关培训费管理办法》,上海市人民政府关于本市改革国有企业工资决定机制的事实意见 沪府规【2019】7号.pdf；段落14,"工会应督促企业将职工工资收入分配情况作为厂务公开的重要内 容,定期向职工公开,接受职工监督. (十五)建立国有企业工资分配信息公开制度.履行出资人职 责机构、集团公司每年定期将工资总额和职工平均工资水平等相 关信息通过官方网站等渠道向社会披露,接受社会公众监督. (十六)健全国有企业工资内外收入监督检查制度.人力资源 社会保障部门会同财政、国资监管等部门定期对国有企业执行国 家和本市工资收入分配政策情况开展监督检查,及时查处违规发 放工...",13,low,needs_manual_review
HR-023,人力资源,公开监督,定期向会员或会员代表报告经费收支，接受经审组织审查和整改监督。,中华人民共和国工会法（工会组织、权利义务、经费财产和法律责任）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8081817f072a2e017f0ae1a7f600f0；中华人民共和国会计法（2024年修正）（会计核算、凭证账簿、内部监督、会计人员与法律责任）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8081818d6a46390191686dca9952bf；基层工会经费收支管理办法（工会经费收入、支出范围、标准、审批、公开和监督）；适用性：基层工会适用并结合上海实施细则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%9F%BA%E5%B1%82%E5%B7%A5%E4%BC%9A%E7%BB%8F%E8%B4%B9%E6%94%B6%E6%94%AF%E7%AE%A1%E7%90%86%E5%8A%9E%E6%B3%95；工会会计制度（工会会计核算、资产负债、收支、报表和附注）；适用性：工会组织直接适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%B7%A5%E4%BC%9A%E4%BC%9A%E8%AE%A1%E5%88%B6%E5%BA%A6%20%E8%B4%A2%E4%BC%9A%202021%207%E5%8F%B7；《企业内部控制应用指引第3号——人力资源》（财会〔2010〕11号）；沪府规〔2019〕7号《上海市人民政府关于本市改革国有企业工资决定机制的实施意见》；《上海市市级机关培训费管理办法》,上海市人民政府关于本市改革国有企业工资决定机制的事实意见 沪府规【2019】7号.pdf；段落14,"工会应督促企业将职工工资收入分配情况作为厂务公开的重要内 容,定期向职工公开,接受职工监督. (十五)建立国有企业工资分配信息公开制度.履行出资人职 责机构、集团公司每年定期将工资总额和职工平均工资水平等相 关信息通过官方网站等渠道向社会披露,接受社会公众监督. (十六)健全国有企业工资内外收入监督检查制度.人力资源 社会保障部门会同财政、国资监管等部门定期对国有企业执行国 家和本市工资收入分配政策情况开展监督检查,及时查处违规发 放工...",17,low,needs_manual_review
FUND-047,资金活动,预算标准,业务支出、会议、公车等费用纳入预算并执行明确的项目、标准和额度。,关于合理确定并严格规范中央企业负责人履职待遇、业务支出的意见（履职待遇、业务支出项目标准、预算、审批、公开与监督）；适用性：地方国企参照并结合上海国资规则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%B8%A5%E6%A0%BC%E8%A7%84%E8%8C%83%E5%9B%BD%E6%9C%89%E4%BC%81%E4%B8%9A%E8%B4%9F%E8%B4%A3%E4%BA%BA%E5%B1%A5%E8%81%8C%E5%BE%85%E9%81%87%E4%B8%9A%E5%8A%A1%E6%94%AF%E5%87%BA；党政机关厉行节约反对浪费条例（2025年修订）（经费、采购、会议活动、公务用车、办公用房和监督追责）；适用性：国有企业参照并结合国资监管要求；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%85%9A%E6%94%BF%E6%9C%BA%E5%85%B3%E5%8E%89%E8%A1%8C%E8%8A%82%E7%BA%A6%E5%8F%8D%E5%AF%B9%E6%B5%AA%E8%B4%B9%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第6号——资金活动》（财会〔2010〕11号）；沪国资委评价〔2013〕172号《关于进一步加强市国资委委管企业资金管理的通知》；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》；《关于推动市国资委监管企业深化司库体系建设的通知》及《上海市监管企业司库体系建设标准》,附件5-1-关于进一步加强市国资委委管企业资金管理的通知（沪国资委评价﹝2013﹞172号）.pdf；段落3,"[第2页] 财务评价 四、多措并举,提升资金规范化管理水平 继续落实和强化资金集中管理的“五统一”要求,加强创新,探索适应企业集团发展要求的资金管理新 模式. (一)统一账户管理要求.各委管企业应组织所属企业开展一次账户清理工作,并将清理结果报市国 资委.未登记入册的账户,一经发现,应先停止使用,并按有关规定做出处理.各委管企业应在账户清理 的基础上,统一银行账户管理,选择合适的合作银行,构建合理的账户体系,严格管理下属企业账户的开 立...",26,low,needs_manual_review
FUND-048,资金活动,事前审批,活动、接待、出差、用车或重大支出事前说明目的、人数、时间、地点和预算并审批。,党政机关厉行节约反对浪费条例（2025年修订）（经费、采购、会议活动、公务用车、办公用房和监督追责）；适用性：国有企业参照并结合国资监管要求；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%85%9A%E6%94%BF%E6%9C%BA%E5%85%B3%E5%8E%89%E8%A1%8C%E8%8A%82%E7%BA%A6%E5%8F%8D%E5%AF%B9%E6%B5%AA%E8%B4%B9%E6%9D%A1%E4%BE%8B；关于合理确定并严格规范中央企业负责人履职待遇、业务支出的意见（履职待遇、业务支出项目标准、预算、审批、公开与监督）；适用性：地方国企参照并结合上海国资规则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%B8%A5%E6%A0%BC%E8%A7%84%E8%8C%83%E5%9B%BD%E6%9C%89%E4%BC%81%E4%B8%9A%E8%B4%9F%E8%B4%A3%E4%BA%BA%E5%B1%A5%E8%81%8C%E5%BE%85%E9%81%87%E4%B8%9A%E5%8A%A1%E6%94%AF%E5%87%BA；《企业内部控制应用指引第6号——资金活动》（财会〔2010〕11号）；沪国资委评价〔2013〕172号《关于进一步加强市国资委委管企业资金管理的通知》；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》；《关于推动市国资委监管企业深化司库体系建设的通知》及《上海市监管企业司库体系建设标准》,附件5-1-关于进一步加强市国资委委管企业资金管理的通知（沪国资委评价﹝2013﹞172号）.pdf；段落3,"[第2页] 财务评价 四、多措并举,提升资金规范化管理水平 继续落实和强化资金集中管理的“五统一”要求,加强创新,探索适应企业集团发展要求的资金管理新 模式. (一)统一账户管理要求.各委管企业应组织所属企业开展一次账户清理工作,并将清理结果报市国 资委.未登记入册的账户,一经发现,应先停止使用,并按有关规定做出处理.各委管企业应在账户清理 的基础上,统一银行账户管理,选择合适的合作银行,构建合理的账户体系,严格管理下属企业账户的开 立...",21,low,needs_manual_review
FUND-049,资金活动,真实报销,报销凭证应真实完整，与审批事项一致；超标准或例外事项专项说明并升级审批。,关于合理确定并严格规范中央企业负责人履职待遇、业务支出的意见（履职待遇、业务支出项目标准、预算、审批、公开与监督）；适用性：地方国企参照并结合上海国资规则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%B8%A5%E6%A0%BC%E8%A7%84%E8%8C%83%E5%9B%BD%E6%9C%89%E4%BC%81%E4%B8%9A%E8%B4%9F%E8%B4%A3%E4%BA%BA%E5%B1%A5%E8%81%8C%E5%BE%85%E9%81%87%E4%B8%9A%E5%8A%A1%E6%94%AF%E5%87%BA；党政机关厉行节约反对浪费条例（2025年修订）（经费、采购、会议活动、公务用车、办公用房和监督追责）；适用性：国有企业参照并结合国资监管要求；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%85%9A%E6%94%BF%E6%9C%BA%E5%85%B3%E5%8E%89%E8%A1%8C%E8%8A%82%E7%BA%A6%E5%8F%8D%E5%AF%B9%E6%B5%AA%E8%B4%B9%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第6号——资金活动》（财会〔2010〕11号）；沪国资委评价〔2013〕172号《关于进一步加强市国资委委管企业资金管理的通知》；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》；《关于推动市国资委监管企业深化司库体系建设的通知》及《上海市监管企业司库体系建设标准》,附件5-1-关于进一步加强市国资委委管企业资金管理的通知（沪国资委评价﹝2013﹞172号）.pdf；段落3,"[第2页] 财务评价 四、多措并举,提升资金规范化管理水平 继续落实和强化资金集中管理的“五统一”要求,加强创新,探索适应企业集团发展要求的资金管理新 模式. (一)统一账户管理要求.各委管企业应组织所属企业开展一次账户清理工作,并将清理结果报市国 资委.未登记入册的账户,一经发现,应先停止使用,并按有关规定做出处理.各委管企业应在账户清理 的基础上,统一银行账户管理,选择合适的合作银行,构建合理的账户体系,严格管理下属企业账户的开 立...",22,low,needs_manual_review
FUND-050,资金活动,资源调度,车辆、会议室和办公资源统一登记调度，禁止公车私用和无关占用。,党政机关厉行节约反对浪费条例（2025年修订）（经费、采购、会议活动、公务用车、办公用房和监督追责）；适用性：国有企业参照并结合国资监管要求；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%85%9A%E6%94%BF%E6%9C%BA%E5%85%B3%E5%8E%89%E8%A1%8C%E8%8A%82%E7%BA%A6%E5%8F%8D%E5%AF%B9%E6%B5%AA%E8%B4%B9%E6%9D%A1%E4%BE%8B；关于合理确定并严格规范中央企业负责人履职待遇、业务支出的意见（履职待遇、业务支出项目标准、预算、审批、公开与监督）；适用性：地方国企参照并结合上海国资规则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%B8%A5%E6%A0%BC%E8%A7%84%E8%8C%83%E5%9B%BD%E6%9C%89%E4%BC%81%E4%B8%9A%E8%B4%9F%E8%B4%A3%E4%BA%BA%E5%B1%A5%E8%81%8C%E5%BE%85%E9%81%87%E4%B8%9A%E5%8A%A1%E6%94%AF%E5%87%BA；《企业内部控制应用指引第6号——资金活动》（财会〔2010〕11号）；沪国资委评价〔2013〕172号《关于进一步加强市国资委委管企业资金管理的通知》；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》；《关于推动市国资委监管企业深化司库体系建设的通知》及《上海市监管企业司库体系建设标准》,附件5-1-关于进一步加强市国资委委管企业资金管理的通知（沪国资委评价﹝2013﹞172号）.pdf；段落3,"[第2页] 财务评价 四、多措并举,提升资金规范化管理水平 继续落实和强化资金集中管理的“五统一”要求,加强创新,探索适应企业集团发展要求的资金管理新 模式. (一)统一账户管理要求.各委管企业应组织所属企业开展一次账户清理工作,并将清理结果报市国 资委.未登记入册的账户,一经发现,应先停止使用,并按有关规定做出处理.各委管企业应在账户清理 的基础上,统一银行账户管理,选择合适的合作银行,构建合理的账户体系,严格管理下属企业账户的开 立...",21,low,needs_manual_review
FUND-051,资金活动,公开监督,按规定公开相关预算和支出情况，接受财务、审计和职工监督。,关于合理确定并严格规范中央企业负责人履职待遇、业务支出的意见（履职待遇、业务支出项目标准、预算、审批、公开与监督）；适用性：地方国企参照并结合上海国资规则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%B8%A5%E6%A0%BC%E8%A7%84%E8%8C%83%E5%9B%BD%E6%9C%89%E4%BC%81%E4%B8%9A%E8%B4%9F%E8%B4%A3%E4%BA%BA%E5%B1%A5%E8%81%8C%E5%BE%85%E9%81%87%E4%B8%9A%E5%8A%A1%E6%94%AF%E5%87%BA；党政机关厉行节约反对浪费条例（2025年修订）（经费、采购、会议活动、公务用车、办公用房和监督追责）；适用性：国有企业参照并结合国资监管要求；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%85%9A%E6%94%BF%E6%9C%BA%E5%85%B3%E5%8E%89%E8%A1%8C%E8%8A%82%E7%BA%A6%E5%8F%8D%E5%AF%B9%E6%B5%AA%E8%B4%B9%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第6号——资金活动》（财会〔2010〕11号）；沪国资委评价〔2013〕172号《关于进一步加强市国资委委管企业资金管理的通知》；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》；《关于推动市国资委监管企业深化司库体系建设的通知》及《上海市监管企业司库体系建设标准》,附件5-1-关于进一步加强市国资委委管企业资金管理的通知（沪国资委评价﹝2013﹞172号）.pdf；段落3,"[第2页] 财务评价 四、多措并举,提升资金规范化管理水平 继续落实和强化资金集中管理的“五统一”要求,加强创新,探索适应企业集团发展要求的资金管理新 模式. (一)统一账户管理要求.各委管企业应组织所属企业开展一次账户清理工作,并将清理结果报市国 资委.未登记入册的账户,一经发现,应先停止使用,并按有关规定做出处理.各委管企业应在账户清理 的基础上,统一银行账户管理,选择合适的合作银行,构建合理的账户体系,严格管理下属企业账户的开 立...",24,low,needs_manual_review
FUND-052,资金活动,责任追究,对虚假报销、拆分规避、超标准和公私不分问题及时纠正并追责。,党政机关厉行节约反对浪费条例（2025年修订）（经费、采购、会议活动、公务用车、办公用房和监督追责）；适用性：国有企业参照并结合国资监管要求；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E5%85%9A%E6%94%BF%E6%9C%BA%E5%85%B3%E5%8E%89%E8%A1%8C%E8%8A%82%E7%BA%A6%E5%8F%8D%E5%AF%B9%E6%B5%AA%E8%B4%B9%E6%9D%A1%E4%BE%8B；关于合理确定并严格规范中央企业负责人履职待遇、业务支出的意见（履职待遇、业务支出项目标准、预算、审批、公开与监督）；适用性：地方国企参照并结合上海国资规则；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%B8%A5%E6%A0%BC%E8%A7%84%E8%8C%83%E5%9B%BD%E6%9C%89%E4%BC%81%E4%B8%9A%E8%B4%9F%E8%B4%A3%E4%BA%BA%E5%B1%A5%E8%81%8C%E5%BE%85%E9%81%87%E4%B8%9A%E5%8A%A1%E6%94%AF%E5%87%BA；《企业内部控制应用指引第6号——资金活动》（财会〔2010〕11号）；沪国资委评价〔2013〕172号《关于进一步加强市国资委委管企业资金管理的通知》；沪国资委评价〔2023〕79号《市国资委监管企业融资担保及资金出借管理办法》；《关于推动市国资委监管企业深化司库体系建设的通知》及《上海市监管企业司库体系建设标准》,附件5-1-关于进一步加强市国资委委管企业资金管理的通知（沪国资委评价﹝2013﹞172号）.pdf；段落3,"[第2页] 财务评价 四、多措并举,提升资金规范化管理水平 继续落实和强化资金集中管理的“五统一”要求,加强创新,探索适应企业集团发展要求的资金管理新 模式. (一)统一账户管理要求.各委管企业应组织所属企业开展一次账户清理工作,并将清理结果报市国 资委.未登记入册的账户,一经发现,应先停止使用,并按有关规定做出处理.各委管企业应在账户清理 的基础上,统一银行账户管理,选择合适的合作银行,构建合理的账户体系,严格管理下属企业账户的开 立...",30,low,needs_manual_review
INFO-011,内部信息传递,渠道公开,公布信访渠道、地址、时间和查询方式，确保群众可依法提出事项。,信访工作条例（信访受理、办理、复查复核、秩序维护、责任追究）；适用性：国有企业信访工作适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%BF%A1%E8%AE%BF%E5%B7%A5%E4%BD%9C%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落655,六、加强监督检查。各中央企业应当加强对外捐赠事项的财务监督工作，在实际发生对外捐赠支出后，应当规范账务处理，并将有关支出情况向社会公开。企业应当重视对外捐赠项目实施效果的后续跟踪，有条件的企业，应当组织对重大捐赠项目进行现场检查或审计，督促受益对象发挥捐赠的最大效益。企业应当通过纪检监察、内部审计、中介机构审计等多种渠道开展监督检查工作，及时查找企业在制度建设、工作组织、决策程序、预算安排、项目实施和财务处理等方面存在的问题，认真整改。...,16,low,needs_manual_review
INFO-012,内部信息传递,登记受理,对信访事项统一登记、甄别管辖并在规定期限内决定受理、转送或告知。,信访工作条例（信访受理、办理、复查复核、秩序维护、责任追究）；适用性：国有企业信访工作适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%BF%A1%E8%AE%BF%E5%B7%A5%E4%BD%9C%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落1,第三篇 行政管理 目录 中华人民共和国公益事业捐赠法 4 中国人民共和国保密法 11 中华人民共和国档案法 23 中华人民共和国献血法 36 关于全面推进公务用车制度改革的指导意见 41 互联网信息服务管理办法（2011修订） 49 中华人民共和国档案法实施办法（2017修订） 55 中华人民共和国计算机信息系统安全保护条例（2011修订） 65 机关档案管理规定 70 企业档案管理规定 91 档案管理违法违纪行为处分规定 109 关于...,15,low,needs_manual_review
INFO-013,内部信息传递,分类办理,诉求、意见建议、检举控告等按法定途径分类处理，落实首办责任和办理时限。,信访工作条例（信访受理、办理、复查复核、秩序维护、责任追究）；适用性：国有企业信访工作适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%BF%A1%E8%AE%BF%E5%B7%A5%E4%BD%9C%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落1,第三篇 行政管理 目录 中华人民共和国公益事业捐赠法 4 中国人民共和国保密法 11 中华人民共和国档案法 23 中华人民共和国献血法 36 关于全面推进公务用车制度改革的指导意见 41 互联网信息服务管理办法（2011修订） 49 中华人民共和国档案法实施办法（2017修订） 55 中华人民共和国计算机信息系统安全保护条例（2011修订） 65 机关档案管理规定 70 企业档案管理规定 91 档案管理违法违纪行为处分规定 109 关于...,14,low,needs_manual_review
INFO-014,内部信息传递,领导责任,落实领导干部阅办、接访和包案机制，对突出问题开展专题研判。,信访工作条例（信访受理、办理、复查复核、秩序维护、责任追究）；适用性：国有企业信访工作适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%BF%A1%E8%AE%BF%E5%B7%A5%E4%BD%9C%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落503,（六）明知所保存的档案面临危险而不采取措施，造成档案损失的；档案工作人员、对档案工作负有领导责任的人员玩忽职守，造成档案损失的。,15,low,needs_manual_review
INFO-015,内部信息传递,信息保护,严格控制信访人身份和材料知悉范围，不得泄露或打击报复。,信访工作条例（信访受理、办理、复查复核、秩序维护、责任追究）；适用性：国有企业信访工作适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%BF%A1%E8%AE%BF%E5%B7%A5%E4%BD%9C%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落672,（十四）做好档案安全工作。档案安全是档案工作的底线。在国有企业改革中，要更加重视档案安全工作，坚持安全第一、预防为主，完善档案安全管理制度，落实档案安全工作责任，健全人防、物防、技防相结合的档案安全防范体系，加强档案应急管理体系建设；要充分运用现代科技手段，不断提高化解风险、防范事故和应急处置的能力，确保档案的绝对安全。 企业知识产权管理规范 企业档案工作规范 (国家档案局2009年11月2日发布，2010年1月1日实施) 1 范围 本...,16,low,needs_manual_review
INFO-016,内部信息传递,复查督办,对超期、重复和重大信访开展督办、复查及风险化解，形成闭环。,信访工作条例（信访受理、办理、复查复核、秩序维护、责任追究）；适用性：国有企业信访工作适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%BF%A1%E8%AE%BF%E5%B7%A5%E4%BD%9C%E6%9D%A1%E4%BE%8B；《企业内部控制应用指引第17号——内部信息传递》（财会〔2010〕11号）；《中华人民共和国档案法》及《中华人民共和国档案法实施条例》；《中华人民共和国保守国家秘密法》及其实施条例；《信访工作条例》；《党政机关公文处理工作条例》；《电子文件归档与电子档案管理规范》,【0204】外规汇编\第三篇 行政管理.docx；段落672,（十四）做好档案安全工作。档案安全是档案工作的底线。在国有企业改革中，要更加重视档案安全工作，坚持安全第一、预防为主，完善档案安全管理制度，落实档案安全工作责任，健全人防、物防、技防相结合的档案安全防范体系，加强档案应急管理体系建设；要充分运用现代科技手段，不断提高化解风险、防范事故和应急处置的能力，确保档案的绝对安全。 企业知识产权管理规范 企业档案工作规范 (国家档案局2009年11月2日发布，2010年1月1日实施) 1 范围 本...,17,low,needs_manual_review
FINR-010,财务报告,岗位分离,授权审批、资金收付、会计记录、实物保管和对账复核由不相容岗位分别承担。,中华人民共和国会计法（2024年修正）（会计核算、凭证账簿、内部监督、会计人员与法律责任）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8081818d6a46390191686dca9952bf；中华人民共和国发票管理办法（2023年修订）（发票领用、开具、取得、保管、检查及电子发票管理）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8081818a1cb546018a6e362a746d5a；企业内部控制基本规范（内部环境、风险评估、控制活动、信息沟通和内部监督）；适用性：执行企业内控规范体系的企业适用，其他企业参照；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%BC%81%E4%B8%9A%E5%86%85%E9%83%A8%E6%8E%A7%E5%88%B6%E5%9F%BA%E6%9C%AC%E8%A7%84%E8%8C%83；《企业内部控制应用指引第14号——财务报告》（财会〔2010〕11号）；《中华人民共和国会计法》；《企业财务会计报告条例》；沪国资委评价〔2011〕490号《上海市国有企业财务决算审计工作规则》；《市国资委监管企业财务总监管理制度》,附件7-关于印发«上海市国有企业财务决算审计工作规则»(2011年修订)的通知（沪国资委评价〔2011〕490号）.pdf；段落8,"[第5页] 上海市国有资产监督管理政策法规汇编 会计师事务所、企业集团应加强审计实施中的沟通,主要有: (一)在审计实施工作中,企业与会计师事务所之间应做好协调和沟通工作. (二)主审所与参审所之间应按照«上海市国有及国有控股集团公司财务决算审计主审会计师事务所 与参审会计师事务所的工作指引»和«中国注册会计师审计准则第１４０１号———利用其他注册会计师的工 作»做好协调工作,确保决算审计工作的顺利进行. (三)设有内审机构的企业,主审...",30,low,needs_manual_review
FINR-011,财务报告,原始凭证,经济事项必须取得真实、合法、完整的原始凭证，经审核批准后及时入账。,企业财务会计报告条例（财务会计报告构成、编制、对外提供、审计和责任）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8080816f3cbb3c016f4113f1b515b9；中华人民共和国发票管理办法实施细则（2024年修改）（发票开具时限、作废红冲、保管、检查等操作要求）；适用性：直接适用；官方来源：https://sousuo.www.gov.cn/sousuo/search.shtml?searchWord=%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8F%91%E7%A5%A8%E7%AE%A1%E7%90%86%E5%8A%9E%E6%B3%95%E5%AE%9E%E6%96%BD%E7%BB%86%E5%88%99；中华人民共和国会计法（2024年修正）（会计核算、凭证账簿、内部监督、会计人员与法律责任）；适用性：直接适用；官方来源：https://flk.npc.gov.cn/detail?id=ff8081818d6a46390191686dca9952bf；《企业内部控制应用指引第14号——财务报告》（财会〔2010〕11号）；《中华人民共和国会计法》；《企业财务会计报告条例》；沪国资委评价〔2011〕490号《上海市国有企业财务决算审计工作规则》；《市国资委监管企业财务总监管理制度》,【0204】外规汇编\第二篇 财务管理.docx；段落408,第十四条 会计凭证包括原始凭证和记帐凭证。 办理本法第十条所列的经济业务事项，必须填制或者取得原始凭证并及时送交会计机构。 会计机构、会计人员必须按照国家统一的会计制度的规定对原始凭证进行审核，对不真实、不合法的原始凭证有权不予接受，并向单位负责人报告；对记载不准确、不完整的原始凭证予以退回，并要求按照国家统一的会计制度的规定更正、补充。 原始凭证记载的各项内容均不得涂改；原始凭证有错误的，应当由出具单位重开或者更正，更正处应当加盖出具...,45,low,needs_manual_review
